ticket_id,subject,description,category,priority,status,channel,created_at,resolution_time_hours,customer_satisfaction,is_synthetic
SYN-01052,Cancel help,"Hello support, my cancel want my money back. Please help me resolve this when possible.",Refund Request,Critical,Pending,Phone,2024-03-10T01:00:00,18,3,True
SYN-00938,Purchase problem,"Hello support, my purchase want my money back. Please help me resolve this soon.",Refund Request,Medium,Closed,Chat,2024-03-20T09:00:00,3,5,True
SYN-01088,Refund request,"Hello support, my refund want my money back. Please help me resolve this when possible.",Refund Request,Low,Pending,Email,2024-09-09T22:00:00,102,3,True
SYN-00245,Device request,"Hello support, my device keeps failing. Please help me resolve this when possible.",Technical Issue,Medium,Closed,Chat,2024-10-25T04:00:00,10,3,True
SYN-01277,Plan help,"Hello support, my plan is this supported. Please help me resolve this when possible.",Product Inquiry,Critical,Resolved,Chat,2024-09-14T17:00:00,72,3,True
SYN-00177,Error question,"Hello support, my error stopped working. Please help me resolve this when possible.",Technical Issue,High,Open,Web,2024-08-24T05:00:00,64,1,True
SYN-01339,Upgrade problem,"Hello support, my upgrade is this supported. Please help me resolve this soon.",Product Inquiry,Critical,Pending,Web,2024-08-24T23:00:00,103,3,True
SYN-00267,Error help,"Hello support, my error keeps failing. Please help me resolve this when possible.",Technical Issue,Critical,Open,Email,2024-03-04T23:00:00,56,1,True
SYN-01942,Contact request,"Hello support, my contact need some assistance. Please help me resolve this today.",General Support,Critical,Resolved,Chat,2024-06-17T17:00:00,116,3,True
SYN-01530,Delivery request,"Hello support, my delivery package was damaged. Please help me resolve this today.",Shipping Issue,Low,Open,Web,2024-09-27T04:00:00,88,3,True
SYN-00157,Device question,"Hello support, my device stopped working. Please help me resolve this today.",Technical Issue,Low,Closed,Phone,2024-08-07T15:00:00,102,1,True
SYN-00925,Money problem,"Hello support, my money return was approved. Please help me resolve this soon.",Refund Request,Low,Pending,Phone,2024-05-15T09:00:00,5,4,True
SYN-00385,Invoice problem,"Hello support, my invoice payment was declined. Please help me resolve this today.",Billing Inquiry,Medium,Pending,Chat,2024-01-10T08:00:00,50,2,True
SYN-01227,Compatible question,"Hello support, my compatible need more information. Please help me resolve this soon.",Product Inquiry,Low,Resolved,Email,2024-11-20T20:00:00,92,5,True
SYN-01787,Shipment help,"Hello support, my shipment went to wrong address. Please help me resolve this soon.",Shipping Issue,High,Open,Web,2024-06-10T04:00:00,82,1,True
SYN-00507,Billing question,"Hello support, my billing need a receipt. Please help me resolve this soon.",Billing Inquiry,High,Resolved,Email,2024-02-15T21:00:00,115,4,True
SYN-00302,Billing problem,"Hello support, my billing amount is incorrect. Please help me resolve this soon.",Billing Inquiry,High,Resolved,Web,2024-08-04T06:00:00,102,4,True
SYN-01928,Help help,"Hello support, my help have a general question. Please help me resolve this when possible.",General Support,Low,Closed,Web,2024-06-07T02:00:00,76,5,True
SYN-00522,Invoice request,"Hello support, my invoice need a receipt. Please help me resolve this today.",Billing Inquiry,High,Pending,Web,2024-09-29T08:00:00,38,5,True
SYN-00578,Invoice help,"Hello support, my invoice need a receipt. Please help me resolve this when possible.",Billing Inquiry,High,Pending,Web,2024-02-15T18:00:00,65,4,True
SYN-01870,Support help,"Hello support, my support please contact me. Please help me resolve this soon.",General Support,Critical,Pending,Web,2024-04-07T01:00:00,109,2,True
SYN-00808,Verification help,"Hello support, my verification cannot sign in. Please help me resolve this soon.",Account Access,Critical,Closed,Phone,2024-01-05T12:00:00,22,5,True
SYN-01555,Courier help,"Hello support, my courier went to wrong address. Please help me resolve this soon.",Shipping Issue,Low,Resolved,Phone,2024-03-25T17:00:00,102,2,True
SYN-00703,Login request,"Hello support, my login cannot sign in. Please help me resolve this soon.",Account Access,High,Resolved,Chat,2024-04-18T01:00:00,74,2,True
SYN-00083,Update question,"Hello support, my update shows an error. Please help me resolve this when possible.",Technical Issue,High,Closed,Email,2024-01-12T03:00:00,30,2,True
SYN-00649,Account problem,"Hello support, my account cannot sign in. Please help me resolve this today.",Account Access,Critical,Open,Email,2024-08-17T15:00:00,2,4,True
SYN-00319,Billing problem,"Hello support, my billing need a receipt. Please help me resolve this when possible.",Billing Inquiry,Medium,Resolved,Email,2024-08-27T13:00:00,52,3,True
SYN-00369,Payment question,"Hello support, my payment was charged twice. Please help me resolve this soon.",Billing Inquiry,Critical,Resolved,Chat,2024-06-01T03:00:00,6,3,True
SYN-01290,Feature help,"Hello support, my feature need more information. Please help me resolve this soon.",Product Inquiry,Critical,Resolved,Phone,2024-02-16T18:00:00,66,5,True
SYN-01909,Question problem,"Hello support, my question have a general question. Please help me resolve this soon.",General Support,High,Resolved,Chat,2024-10-20T13:00:00,37,1,True
SYN-00696,Login request,"Hello support, my login cannot sign in. Please help me resolve this soon.",Account Access,Low,Open,Chat,2024-05-13T08:00:00,115,3,True
SYN-01498,Compatible request,"Hello support, my compatible which plan includes it. Please help me resolve this when possible.",Product Inquiry,High,Open,Email,2024-07-09T01:00:00,21,1,True
SYN-00961,Money request,"Hello support, my money want my money back. Please help me resolve this today.",Refund Request,High,Open,Web,2024-10-23T09:00:00,82,1,True
SYN-01835,Question request,"Hello support, my question where can I find help. Please help me resolve this today.",General Support,High,Open,Web,2024-06-25T21:00:00,100,5,True
SYN-00903,Money help,"Hello support, my money refund is missing. Please help me resolve this soon.",Refund Request,High,Closed,Email,2024-05-05T10:00:00,103,2,True
SYN-01100,Purchase request,"Hello support, my purchase want my money back. Please help me resolve this soon.",Refund Request,Medium,Closed,Chat,2024-01-13T10:00:00,28,3,True
SYN-00466,Card help,"Hello support, my card was charged twice. Please help me resolve this soon.",Billing Inquiry,Low,Pending,Web,2024-09-08T04:00:00,94,2,True
SYN-01110,Money request,"Hello support, my money return was approved. Please help me resolve this when possible.",Refund Request,Critical,Open,Web,2024-07-08T16:00:00,51,2,True
SYN-00737,Verification problem,"Hello support, my verification cannot sign in. Please help me resolve this today.",Account Access,Medium,Closed,Web,2024-05-15T07:00:00,57,5,True
SYN-00792,Account question,"Hello support, my account cannot sign in. Please help me resolve this today.",Account Access,Medium,Resolved,Chat,2024-03-10T12:00:00,112,5,True
SYN-01296,Upgrade question,"Hello support, my upgrade which plan includes it. Please help me resolve this soon.",Product Inquiry,Low,Resolved,Email,2024-04-22T02:00:00,13,3,True
SYN-02018,Support request,"Hello support, my support need some assistance. Please help me resolve this today.",General Support,High,Closed,Chat,2024-06-05T19:00:00,22,5,True
SYN-01821,Guidance help,"Hello support, my guidance need some assistance. Please help me resolve this when possible.",General Support,Critical,Closed,Email,2024-09-11T14:00:00,112,2,True
SYN-00217,Screen request,"Hello support, my screen stopped working. Please help me resolve this today.",Technical Issue,Medium,Closed,Web,2024-02-04T07:00:00,88,4,True
SYN-01189,Cancel help,"Hello support, my cancel refund is missing. Please help me resolve this soon.",Refund Request,Critical,Pending,Phone,2024-01-24T06:00:00,118,2,True
SYN-00534,Invoice request,"Hello support, my invoice need a receipt. Please help me resolve this soon.",Billing Inquiry,Low,Pending,Chat,2024-08-22T23:00:00,77,4,True
SYN-01516,Courier help,"Hello support, my courier package was damaged. Please help me resolve this when possible.",Shipping Issue,High,Pending,Email,2024-02-24T00:00:00,72,2,True
SYN-01015,Cancel help,"Hello support, my cancel cancel this order. Please help me resolve this today.",Refund Request,High,Open,Web,2024-03-13T17:00:00,1,5,True
SYN-01746,Package request,"Hello support, my package package was damaged. Please help me resolve this today.",Shipping Issue,Low,Open,Phone,2024-07-08T21:00:00,90,2,True
SYN-00209,Device help,"Hello support, my device keeps failing. Please help me resolve this soon.",Technical Issue,Critical,Pending,Web,2024-03-06T02:00:00,3,2,True
SYN-01500,Feature problem,"Hello support, my feature is this supported. Please help me resolve this when possible.",Product Inquiry,Low,Closed,Email,2024-01-03T00:00:00,49,2,True
SYN-01120,Purchase question,"Hello support, my purchase want my money back. Please help me resolve this soon.",Refund Request,Low,Pending,Phone,2024-02-10T00:00:00,44,1,True
SYN-00531,Card question,"Hello support, my card was charged twice. Please help me resolve this soon.",Billing Inquiry,Medium,Open,Email,2024-06-10T09:00:00,50,3,True
SYN-01480,Product help,"Hello support, my product is this supported. Please help me resolve this soon.",Product Inquiry,Critical,Closed,Email,2024-04-09T23:00:00,81,4,True
SYN-00900,Password help,"Hello support, my password code never arrived. Please help me resolve this today.",Account Access,High,Closed,Web,2024-10-21T15:00:00,31,5,True
SYN-01282,Plan question,"Hello support, my plan is this supported. Please help me resolve this when possible.",Product Inquiry,High,Closed,Web,2024-10-01T00:00:00,79,2,True
SYN-01976,Contact question,"Hello support, my contact please contact me. Please help me resolve this when possible.",General Support,Critical,Open,Web,2024-03-18T19:00:00,56,5,True
SYN-00107,Device question,"Hello support, my device shows an error. Please help me resolve this soon.",Technical Issue,High,Pending,Web,2024-08-06T02:00:00,55,4,True
SYN-01320,Upgrade request,"Hello support, my upgrade which plan includes it. Please help me resolve this soon.",Product Inquiry,Low,Closed,Web,2024-01-02T16:00:00,62,2,True
SYN-00272,Error question,"Hello support, my error shows an error. Please help me resolve this when possible.",Technical Issue,Critical,Resolved,Web,2024-01-03T07:00:00,51,3,True
SYN-01689,Tracking help,"Hello support, my tracking went to wrong address. Please help me resolve this soon.",Shipping Issue,Medium,Open,Chat,2024-05-21T22:00:00,12,2,True
SYN-00334,Card question,"Hello support, my card need a receipt. Please help me resolve this soon.",Billing Inquiry,Low,Open,Chat,2024-08-27T05:00:00,115,4,True
SYN-00931,Refund problem,"Hello support, my refund want my money back. Please help me resolve this soon.",Refund Request,Medium,Open,Chat,2024-05-23T22:00:00,4,1,True
SYN-02050,Guidance request,"Hello support, my guidance please contact me. Please help me resolve this when possible.",General Support,Medium,Pending,Phone,2024-08-25T00:00:00,88,3,True
SYN-01256,Product problem,"Hello support, my product is this supported. Please help me resolve this soon.",Product Inquiry,High,Closed,Chat,2024-08-30T08:00:00,23,3,True
SYN-01191,Refund help,"Hello support, my refund want my money back. Please help me resolve this soon.",Refund Request,Medium,Pending,Email,2024-06-19T11:00:00,120,2,True
SYN-00140,Crash help,"Hello support, my crash shows an error. Please help me resolve this when possible.",Technical Issue,High,Open,Chat,2024-08-19T11:00:00,87,4,True
SYN-00939,Refund help,"Hello support, my refund want my money back. Please help me resolve this soon.",Refund Request,Medium,Pending,Web,2024-02-16T22:00:00,48,2,True
SYN-00607,Login question,"Hello support, my login code never arrived. Please help me resolve this soon.",Account Access,High,Pending,Phone,2024-10-26T08:00:00,31,2,True
SYN-01628,Shipment help,"Hello support, my shipment package was damaged. Please help me resolve this soon.",Shipping Issue,Critical,Resolved,Email,2024-07-22T04:00:00,14,2,True
SYN-00261,Crash help,"Hello support, my crash will not start. Please help me resolve this today.",Technical Issue,High,Pending,Chat,2024-07-19T08:00:00,19,5,True
SYN-00096,Update question,"Hello support, my update shows an error. Please help me resolve this today.",Technical Issue,High,Resolved,Web,2024-11-14T21:00:00,101,2,True
SYN-00270,Screen problem,"Hello support, my screen shows an error. Please help me resolve this today.",Technical Issue,Critical,Resolved,Web,2024-06-17T07:00:00,19,3,True
SYN-00555,Billing question,"Hello support, my billing amount is incorrect. Please help me resolve this today.",Billing Inquiry,Critical,Open,Email,2024-07-22T04:00:00,83,3,True
SYN-02088,Question request,"Hello support, my question please contact me. Please help me resolve this when possible.",General Support,High,Closed,Chat,2024-10-01T18:00:00,31,3,True
SYN-00060,Device problem,"Hello support, my device keeps failing. Please help me resolve this today.",Technical Issue,Critical,Pending,Web,2024-11-05T13:00:00,51,2,True
SYN-00482,Card problem,"Hello support, my card need a receipt. Please help me resolve this when possible.",Billing Inquiry,Low,Open,Email,2024-03-28T23:00:00,25,4,True
SYN-00350,Card request,"Hello support, my card need a receipt. Please help me resolve this today.",Billing Inquiry,Medium,Resolved,Phone,2024-05-01T02:00:00,120,5,True
SYN-00999,Money question,"Hello support, my money want my money back. Please help me resolve this soon.",Refund Request,Medium,Closed,Web,2024-07-06T16:00:00,33,1,True
SYN-01456,Feature question,"Hello support, my feature is this supported. Please help me resolve this today.",Product Inquiry,Critical,Pending,Chat,2024-07-06T01:00:00,20,2,True
SYN-01139,Purchase problem,"Hello support, my purchase want my money back. Please help me resolve this soon.",Refund Request,Low,Open,Email,2024-11-14T20:00:00,89,3,True
SYN-01192,Money problem,"Hello support, my money refund is missing. Please help me resolve this when possible.",Refund Request,High,Open,Email,2024-11-10T20:00:00,9,1,True
SYN-00473,Charged help,"Hello support, my charged was charged twice. Please help me resolve this today.",Billing Inquiry,Medium,Open,Chat,2024-08-08T22:00:00,107,5,True
SYN-01412,Product problem,"Hello support, my product which plan includes it. Please help me resolve this when possible.",Product Inquiry,Critical,Closed,Email,2024-03-19T06:00:00,90,3,True
SYN-02077,Help problem,"Hello support, my help where can I find help. Please help me resolve this soon.",General Support,High,Closed,Email,2024-08-21T00:00:00,114,2,True
SYN-00115,Device question,"Hello support, my device stopped working. Please help me resolve this today.",Technical Issue,Medium,Closed,Email,2024-10-07T17:00:00,82,5,True
SYN-00432,Payment request,"Hello support, my payment need a receipt. Please help me resolve this soon.",Billing Inquiry,High,Resolved,Chat,2024-10-01T16:00:00,18,2,True
SYN-01969,Contact question,"Hello support, my contact please contact me. Please help me resolve this today.",General Support,Low,Open,Web,2024-07-25T01:00:00,78,2,True
SYN-01388,Product request,"Hello support, my product which plan includes it. Please help me resolve this today.",Product Inquiry,High,Resolved,Phone,2024-01-07T15:00:00,105,1,True
SYN-00356,Card request,"Hello support, my card payment was declined. Please help me resolve this soon.",Billing Inquiry,High,Resolved,Chat,2024-03-17T04:00:00,86,2,True
SYN-00117,Crash question,"Hello support, my crash will not start. Please help me resolve this soon.",Technical Issue,Low,Open,Chat,2024-01-16T11:00:00,5,5,True
SYN-02021,Contact question,"Hello support, my contact need some assistance. Please help me resolve this today.",General Support,Critical,Open,Email,2024-05-12T22:00:00,120,3,True
SYN-01785,Shipment help,"Hello support, my shipment has not arrived. Please help me resolve this when possible.",Shipping Issue,Low,Open,Chat,2024-06-06T14:00:00,65,2,True
SYN-01554,Package request,"Hello support, my package tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Low,Resolved,Email,2024-10-08T07:00:00,104,2,True
SYN-01865,Question question,"Hello support, my question where can I find help. Please help me resolve this when possible.",General Support,High,Resolved,Web,2024-08-29T00:00:00,44,3,True
SYN-01853,Question request,"Hello support, my question have a general question. Please help me resolve this when possible.",General Support,Medium,Resolved,Phone,2024-05-17T18:00:00,76,1,True
SYN-01930,Help question,"Hello support, my help where can I find help. Please help me resolve this today.",General Support,Medium,Pending,Phone,2024-06-12T19:00:00,74,4,True
SYN-01647,Courier problem,"Hello support, my courier has not arrived. Please help me resolve this soon.",Shipping Issue,Medium,Open,Web,2024-01-23T23:00:00,99,5,True
SYN-00022,Crash question,"Hello support, my crash keeps failing. Please help me resolve this today.",Technical Issue,Medium,Pending,Chat,2024-05-17T10:00:00,94,5,True
SYN-00748,Login question,"Hello support, my login cannot sign in. Please help me resolve this soon.",Account Access,Low,Resolved,Web,2024-02-13T18:00:00,108,1,True
SYN-01584,Courier help,"Hello support, my courier went to wrong address. Please help me resolve this when possible.",Shipping Issue,Medium,Resolved,Phone,2024-06-04T17:00:00,106,5,True
SYN-01892,Help request,"Hello support, my help please contact me. Please help me resolve this today.",General Support,Low,Open,Chat,2024-10-12T01:00:00,112,5,True
SYN-00252,Error help,"Hello support, my error will not start. Please help me resolve this today.",Technical Issue,Low,Open,Email,2024-09-02T20:00:00,70,1,True
SYN-00139,Update help,"Hello support, my update stopped working. Please help me resolve this soon.",Technical Issue,Medium,Open,Phone,2024-07-26T05:00:00,57,4,True
SYN-01528,Delivery question,"Hello support, my delivery has not arrived. Please help me resolve this when possible.",Shipping Issue,Low,Pending,Web,2024-09-03T19:00:00,2,3,True
SYN-00960,Purchase problem,"Hello support, my purchase return was approved. Please help me resolve this when possible.",Refund Request,Medium,Pending,Phone,2024-03-04T08:00:00,26,4,True
SYN-00837,Account request,"Hello support, my account account is locked. Please help me resolve this when possible.",Account Access,Critical,Pending,Email,2024-08-15T15:00:00,101,3,True
SYN-01790,Courier problem,"Hello support, my courier package was damaged. Please help me resolve this when possible.",Shipping Issue,Medium,Closed,Chat,2024-04-27T01:00:00,108,2,True
SYN-00405,Invoice problem,"Hello support, my invoice was charged twice. Please help me resolve this soon.",Billing Inquiry,High,Open,Email,2024-02-12T00:00:00,47,1,True
SYN-00450,Billing help,"Hello support, my billing need a receipt. Please help me resolve this soon.",Billing Inquiry,High,Open,Web,2024-06-02T23:00:00,81,1,True
SYN-00045,Screen problem,"Hello support, my screen shows an error. Please help me resolve this when possible.",Technical Issue,High,Resolved,Web,2024-08-14T10:00:00,109,3,True
SYN-00471,Charged question,"Hello support, my charged was charged twice. Please help me resolve this today.",Billing Inquiry,Medium,Pending,Chat,2024-01-27T07:00:00,66,3,True
SYN-01391,Product help,"Hello support, my product is this supported. Please help me resolve this today.",Product Inquiry,Low,Open,Phone,2024-04-05T14:00:00,78,3,True
SYN-00419,Card request,"Hello support, my card amount is incorrect. Please help me resolve this soon.",Billing Inquiry,High,Closed,Chat,2024-05-27T17:00:00,85,5,True
SYN-01660,Shipment request,"Hello support, my shipment has not arrived. Please help me resolve this soon.",Shipping Issue,Medium,Open,Email,2024-04-30T07:00:00,43,2,True
SYN-01315,Plan help,"Hello support, my plan which plan includes it. Please help me resolve this soon.",Product Inquiry,Low,Pending,Email,2024-06-13T17:00:00,87,4,True
SYN-01353,Product request,"Hello support, my product is this supported. Please help me resolve this today.",Product Inquiry,Low,Closed,Email,2024-08-05T05:00:00,4,3,True
SYN-01565,Tracking request,"Hello support, my tracking package was damaged. Please help me resolve this today.",Shipping Issue,Medium,Pending,Phone,2024-01-15T11:00:00,6,3,True
SYN-01756,Tracking problem,"Hello support, my tracking tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Low,Pending,Email,2024-03-23T02:00:00,117,3,True
SYN-00276,Screen help,"Hello support, my screen keeps failing. Please help me resolve this when possible.",Technical Issue,Critical,Pending,Phone,2024-10-06T12:00:00,109,2,True
SYN-00034,Error question,"Hello support, my error shows an error. Please help me resolve this when possible.",Technical Issue,Critical,Resolved,Email,2024-03-10T11:00:00,88,1,True
SYN-01839,Guidance question,"Hello support, my guidance need some assistance. Please help me resolve this today.",General Support,Critical,Resolved,Email,2024-07-09T07:00:00,76,2,True
SYN-00020,Device help,"Hello support, my device will not start. Please help me resolve this today.",Technical Issue,Medium,Closed,Chat,2024-04-05T01:00:00,86,4,True
SYN-00479,Card problem,"Hello support, my card amount is incorrect. Please help me resolve this today.",Billing Inquiry,Critical,Pending,Email,2024-10-26T14:00:00,101,4,True
SYN-01884,Contact help,"Hello support, my contact where can I find help. Please help me resolve this today.",General Support,Medium,Closed,Phone,2024-09-08T14:00:00,96,2,True
SYN-01066,Refund problem,"Hello support, my refund return was approved. Please help me resolve this when possible.",Refund Request,Critical,Resolved,Email,2024-05-08T20:00:00,94,1,True
SYN-00274,Screen request,"Hello support, my screen stopped working. Please help me resolve this soon.",Technical Issue,Critical,Resolved,Web,2024-11-26T07:00:00,74,3,True
SYN-00412,Charged help,"Hello support, my charged need a receipt. Please help me resolve this today.",Billing Inquiry,Low,Pending,Email,2024-04-11T01:00:00,34,3,True
SYN-01539,Tracking help,"Hello support, my tracking has not arrived. Please help me resolve this soon.",Shipping Issue,Critical,Resolved,Web,2024-08-23T19:00:00,46,4,True
SYN-00327,Payment request,"Hello support, my payment need a receipt. Please help me resolve this today.",Billing Inquiry,Critical,Pending,Phone,2024-11-10T02:00:00,20,2,True
SYN-02043,Guidance question,"Hello support, my guidance need some assistance. Please help me resolve this when possible.",General Support,Low,Pending,Email,2024-11-13T16:00:00,46,1,True
SYN-00919,Return help,"Hello support, my return cancel this order. Please help me resolve this soon.",Refund Request,Critical,Open,Email,2024-11-06T17:00:00,73,3,True
SYN-00372,Invoice problem,"Hello support, my invoice need a receipt. Please help me resolve this when possible.",Billing Inquiry,Medium,Open,Web,2024-11-04T03:00:00,110,2,True
SYN-00693,Locked request,"Hello support, my locked cannot sign in. Please help me resolve this when possible.",Account Access,Medium,Resolved,Phone,2024-08-09T12:00:00,62,3,True
SYN-01994,Guidance request,"Hello support, my guidance need some assistance. Please help me resolve this today.",General Support,Medium,Open,Email,2024-08-30T22:00:00,74,1,True
SYN-00865,Locked problem,"Hello support, my locked cannot sign in. Please help me resolve this when possible.",Account Access,Low,Closed,Email,2024-09-25T17:00:00,113,3,True
SYN-01299,Compatible problem,"Hello support, my compatible need more information. Please help me resolve this today.",Product Inquiry,Critical,Open,Phone,2024-05-23T05:00:00,107,1,True
SYN-01736,Courier problem,"Hello support, my courier tracking is frozen. Please help me resolve this today.",Shipping Issue,Low,Resolved,Web,2024-08-02T04:00:00,64,5,True
SYN-01146,Return request,"Hello support, my return cancel this order. Please help me resolve this soon.",Refund Request,Medium,Open,Phone,2024-05-11T14:00:00,58,4,True
SYN-00332,Invoice problem,"Hello support, my invoice was charged twice. Please help me resolve this soon.",Billing Inquiry,Low,Closed,Phone,2024-07-03T20:00:00,45,1,True
SYN-00335,Invoice request,"Hello support, my invoice amount is incorrect. Please help me resolve this today.",Billing Inquiry,High,Resolved,Phone,2024-05-28T11:00:00,85,4,True
SYN-00097,Update help,"Hello support, my update stopped working. Please help me resolve this soon.",Technical Issue,High,Pending,Chat,2024-04-27T19:00:00,43,5,True
SYN-00751,Locked help,"Hello support, my locked account is locked. Please help me resolve this when possible.",Account Access,Critical,Resolved,Email,2024-01-13T18:00:00,59,4,True
SYN-01099,Cancel help,"Hello support, my cancel want my money back. Please help me resolve this soon.",Refund Request,Low,Closed,Chat,2024-09-27T08:00:00,87,4,True
SYN-00468,Billing question,"Hello support, my billing amount is incorrect. Please help me resolve this today.",Billing Inquiry,High,Resolved,Chat,2024-01-14T14:00:00,84,4,True
SYN-00318,Card request,"Hello support, my card amount is incorrect. Please help me resolve this today.",Billing Inquiry,Low,Closed,Phone,2024-01-05T16:00:00,34,5,True
SYN-00120,Error question,"Hello support, my error shows an error. Please help me resolve this when possible.",Technical Issue,High,Open,Web,2024-02-03T21:00:00,88,3,True
SYN-01743,Shipment request,"Hello support, my shipment tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Low,Open,Phone,2024-02-01T21:00:00,44,5,True
SYN-01639,Shipment question,"Hello support, my shipment tracking is frozen. Please help me resolve this soon.",Shipping Issue,High,Pending,Phone,2024-03-15T09:00:00,41,2,True
SYN-02047,Question question,"Hello support, my question please contact me. Please help me resolve this today.",General Support,Low,Resolved,Web,2024-08-22T03:00:00,73,1,True
SYN-01393,Product question,"Hello support, my product is this supported. Please help me resolve this when possible.",Product Inquiry,Medium,Open,Web,2024-10-25T07:00:00,20,2,True
SYN-01611,Shipment problem,"Hello support, my shipment has not arrived. Please help me resolve this today.",Shipping Issue,High,Open,Phone,2024-05-06T22:00:00,8,2,True
SYN-00540,Billing question,"Hello support, my billing was charged twice. Please help me resolve this when possible.",Billing Inquiry,Medium,Resolved,Email,2024-10-28T08:00:00,3,5,True
SYN-00954,Cancel request,"Hello support, my cancel refund is missing. Please help me resolve this soon.",Refund Request,Medium,Pending,Email,2024-11-18T07:00:00,88,1,True
SYN-01644,Delivery question,"Hello support, my delivery has not arrived. Please help me resolve this soon.",Shipping Issue,Medium,Resolved,Chat,2024-03-26T11:00:00,11,4,True
SYN-00586,Charged request,"Hello support, my charged need a receipt. Please help me resolve this soon.",Billing Inquiry,Low,Resolved,Phone,2024-07-20T11:00:00,115,2,True
SYN-00898,Locked question,"Hello support, my locked code never arrived. Please help me resolve this soon.",Account Access,Critical,Pending,Phone,2024-09-13T10:00:00,113,3,True
SYN-00998,Return request,"Hello support, my return return was approved. Please help me resolve this when possible.",Refund Request,High,Resolved,Chat,2024-07-24T12:00:00,71,5,True
SYN-01820,Help help,"Hello support, my help where can I find help. Please help me resolve this soon.",General Support,Medium,Pending,Phone,2024-10-29T05:00:00,18,1,True
SYN-00314,Billing request,"Hello support, my billing payment was declined. Please help me resolve this soon.",Billing Inquiry,Low,Pending,Phone,2024-09-27T00:00:00,18,1,True
SYN-01960,Contact help,"Hello support, my contact please contact me. Please help me resolve this when possible.",General Support,Low,Resolved,Email,2024-03-25T02:00:00,90,1,True
SYN-01513,Delivery problem,"Hello support, my delivery has not arrived. Please help me resolve this soon.",Shipping Issue,Low,Resolved,Phone,2024-01-03T23:00:00,118,2,True
SYN-01384,Compatible request,"Hello support, my compatible is this supported. Please help me resolve this soon.",Product Inquiry,Medium,Pending,Chat,2024-04-20T12:00:00,21,3,True
SYN-00575,Card problem,"Hello support, my card was charged twice. Please help me resolve this today.",Billing Inquiry,High,Pending,Email,2024-04-18T08:00:00,9,3,True
SYN-01520,Tracking problem,"Hello support, my tracking went to wrong address. Please help me resolve this soon.",Shipping Issue,Critical,Open,Web,2024-04-09T18:00:00,92,2,True
SYN-00289,Device question,"Hello support, my device keeps failing. Please help me resolve this today.",Technical Issue,Medium,Resolved,Email,2024-08-17T09:00:00,18,2,True
SYN-01750,Delivery request,"Hello support, my delivery tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Critical,Open,Email,2024-05-07T20:00:00,5,2,True
SYN-01131,Cancel help,"Hello support, my cancel want my money back. Please help me resolve this when possible.",Refund Request,Critical,Resolved,Phone,2024-07-14T21:00:00,115,2,True
SYN-00067,Screen help,"Hello support, my screen keeps failing. Please help me resolve this today.",Technical Issue,Critical,Resolved,Web,2024-10-16T23:00:00,54,2,True
SYN-01642,Shipment question,"Hello support, my shipment went to wrong address. Please help me resolve this soon.",Shipping Issue,High,Closed,Chat,2024-04-28T20:00:00,30,2,True
SYN-01107,Return question,"Hello support, my return refund is missing. Please help me resolve this soon.",Refund Request,Critical,Closed,Email,2024-11-20T10:00:00,16,3,True
SYN-02072,Help request,"Hello support, my help please contact me. Please help me resolve this today.",General Support,Medium,Pending,Web,2024-11-15T20:00:00,92,4,True
SYN-01034,Purchase problem,"Hello support, my purchase refund is missing. Please help me resolve this today.",Refund Request,Low,Open,Chat,2024-01-30T18:00:00,114,2,True
SYN-00852,Verification question,"Hello support, my verification reset link expired. Please help me resolve this soon.",Account Access,High,Open,Email,2024-05-21T15:00:00,4,1,True
SYN-01187,Money request,"Hello support, my money refund is missing. Please help me resolve this soon.",Refund Request,Medium,Resolved,Web,2024-04-04T12:00:00,2,5,True
SYN-01834,Guidance problem,"Hello support, my guidance where can I find help. Please help me resolve this soon.",General Support,Critical,Open,Web,2024-05-17T11:00:00,88,4,True
SYN-00476,Card request,"Hello support, my card need a receipt. Please help me resolve this today.",Billing Inquiry,Critical,Pending,Chat,2024-10-23T00:00:00,62,5,True
SYN-02026,Question request,"Hello support, my question where can I find help. Please help me resolve this soon.",General Support,High,Pending,Phone,2024-05-21T00:00:00,76,3,True
SYN-00039,Error help,"Hello support, my error shows an error. Please help me resolve this when possible.",Technical Issue,Medium,Resolved,Chat,2024-09-24T01:00:00,120,1,True
SYN-00221,Error help,"Hello support, my error keeps failing. Please help me resolve this when possible.",Technical Issue,High,Pending,Email,2024-04-22T20:00:00,21,3,True
SYN-01627,Package question,"Hello support, my package package was damaged. Please help me resolve this when possible.",Shipping Issue,Critical,Pending,Phone,2024-06-04T05:00:00,120,1,True
SYN-01546,Tracking help,"Hello support, my tracking went to wrong address. Please help me resolve this when possible.",Shipping Issue,Low,Pending,Phone,2024-08-03T04:00:00,40,3,True
SYN-00543,Invoice problem,"Hello support, my invoice need a receipt. Please help me resolve this when possible.",Billing Inquiry,Critical,Closed,Phone,2024-03-06T09:00:00,13,1,True
SYN-01330,Plan request,"Hello support, my plan which plan includes it. Please help me resolve this soon.",Product Inquiry,Critical,Open,Chat,2024-02-08T02:00:00,101,1,True
